DSC ID,ZoomInfo ID,SP_COMPANY_ID,Client Name,S&P Ticker,GP ID,URL,Titanium,GWS Enterprise Sector Mapping
2068,452880672,14088254,TireHub LLC,,GP115780,https://www.tirehub.com/,Not Titanium,Retail & Multi-Site
2069,119702078,,Tires Plus Total Car Care,,,https://www.tiresplus.com/,Not Titanium,Retail & Multi-Site
2070,108249380,4023192,U-Haul,NYSE:UHAL,GP102416,http://www.uhaul.com/,Not Titanium,Retail & Multi-Site
2071,4409572,4256987,"Under Armour, Inc.",NYSE:UAA,GP101092,https://www.underarmour.com/,Not Titanium,Retail & Multi-Site
2072,41943058,13030066,"Western Express, Inc.",,,https://www.westernexp.com/,Not Titanium,Retail & Multi-Site
2073,565805023,20320401,24 Hour Fitness,,GP101554,https://www.24hourfitness.com/,Not Titanium,Retail & Multi-Site
2074,18695640,4096020,GPM Investments,,GP132291,http://gpminvestments.com/,Not Titanium,Retail & Multi-Site
2075,92311220,12719167,Harkins Theatres,,,http://www.harkins.com/,Not Titanium,Retail & Multi-Site
2076,45319134,4057958,Kum and Go,,GP116145,http://www.krausegroup.com/,Not Titanium,Retail & Multi-Site
2077,42698137,4069240,LA Fitness LLC,,GP108414,https://www.lafitness.com/Pages/Default.aspx,Not Titanium,Retail & Multi-Site
2078,76401064,4981337,Planet Fitness,NYSE:PLNT,GP108864,https://www.planetfitness.com,Not Titanium,Retail & Multi-Site
2079,188678563,4070402,QuikTrip,,GP100865,http://www.quiktrip.com/,Not Titanium,Retail & Multi-Site
2080,228819158,7581180,Top Golf,,GP105597,http://www.topgolf.com/,Not Titanium,Retail & Multi-Site
2081,54821316,4121560,Wawa,,GP102485,http://www.wawa.com/,Not Titanium,Retail & Multi-Site
2082,80658458,4071667,Wegmans,,GP113458,https://www.wegmans.com/,Not Titanium,Retail & Multi-Site
2083,34998774,5348449,Enterprise Rent-A-Car,,GP105775,https://www.enterprise.com/,Not Titanium,Retail & Multi-Site
2084,1116591205,4133552,Firestone Tire and Rubber Company,,GP101466,https://www.firestone.com/,Not Titanium,Retail & Multi-Site
2085,94340945,4070287,Pottery Barn,,GP101402,http://www.potterybarn.com/,Not Titanium,Retail & Multi-Site
2086,32194853,4591210,Restaurant Brands International (RBI),NYSE:QSR,GP102450,https://www.rbi.com/,Not Titanium,Retail & Multi-Site
2087,12324341,4054645,Berkshire Bank,NYSE:BHLB,GP108192,http://www.berkshirebank.com/,Not Titanium,Financial & Professional Services
2088,44126705,1011415,Cadence Bank,NYSE:CADE,GP105738,http://cadencebank.com/,Not Titanium,Financial & Professional Services
2089,23284479,100206,Comerica Bank,,GP100257,http://www.comerica.com/,Not Titanium,Financial & Professional Services
2090,46925792,1009998,First Horizon Bank,,GP106787,http://www.firsthorizon.com/,Not Titanium,Financial & Professional Services
2091,44223487,1012071,First Interstate Bank,,GP108234,http://www.firstinterstatebank.com/,Not Titanium,Financial & Professional Services
2092,26380206,1008754,First National Bank of Pennsylvania,,GP119902,http://www.fnb-online.com/,Not Titanium,Financial & Professional Services
2093,415584867,4056017,Momentum Financial Services Group (Money Mart),,,https://www.mfsg.com/,Not Titanium,Financial & Professional Services
2094,346348027,4405478,One Main,NYSE:OMF,GP103069,http://www.onemainfinancial.com/,Not Titanium,Financial & Professional Services
2095,59785811,1011489,Rockland Trust Company,,GP103475,http://www.rocklandtrust.com/,Not Titanium,Financial & Professional Services
2096,74941164,1019950,SouthState Bank,NASDAQGS:SSB,GP140132,https://www.southstatebank.com/,Not Titanium,Financial & Professional Services
2097,62342734,4915427,The Michaels Companies Inc,,GP104632,https://www.michaels.com/,Not Titanium,Retail & Multi-Site
2098,467660568,5058057,"Epic Games, Inc.",,,http://store.epicgames.com/en-US/,Not Titanium,Tech/Media/Telecom
2099,2048083,4247582,Americold Logistics LLC,NYSE:COLD,GP142753,http://www.americold.com/,Not Titanium,Industrial & Logistics
2100,76236726,4068983,Ingram Micro Inc,,GP107181,http://www.ingrammicro.com/,Not Titanium,Tech/Media/Telecom
2101,122274388,4001585,Orix Corporation,TSE:8591,GP100806,https://www.orix.co.jp/,Not Titanium,Financial & Professional Services
2102,101466853,6857933,STV Group Inc,,GP152912,http://www.stvinc.com/,Not Titanium,Financial & Professional Services
2103,21823982,4994881,Kuehne + Nagel International AG,SWX:KNIN,GP100593,https://home.kuehne-nagel.com/,Not Titanium,Industrial & Logistics
2104,456656622,10442430,HF Foods Group Inc.,NASDAQCM:HFFG,GP157719,http://www.hffoodsgroup.com/,Not Titanium,Industrial & Logistics
2105,5145068,6857023,Bohler Engineering,,GP105875,http://www.bohlerengineering.com/,Not Titanium,Financial & Professional Services
2106,61342711,4444570,Paspaley Pearling Company,,,https://www.paspaley.com/,Not Titanium,Financial & Professional Services
2107,38585080,5045052,Tourneau,,GP101459,http://www.tourneau.com/,Not Titanium,Retail & Multi-Site
2108,563191574,4248534,Willis Towers Watson,NASDAQGS:WTW,GP101088,https://www.wtwco.com/,Not Titanium,Financial & Professional Services
2109,478896291,4402486,Trane Technologies,NYSE:TT,GP102247,https://www.tranetechnologies.com/en/index.html,Not Titanium,Industrial & Logistics
2110,357810240,13701867,Altitude Trampoline Park,,,http://www.altitudetrampolinepark.com/,Not Titanium,Retail & Multi-Site
2111,359386431,6590274,Industrious National Management Co LLC,,GP110434,http://www.industriousoffice.com/,Not Titanium,Tech/Media/Telecom
2112,546571498,7106339,"B2B Industrial Packaging, LLC",,,https://www.b2bind.com/,Not Titanium,Financial & Professional Services
2113,462390390,,EL1 Sports - Tacoma,,,https://archive.el1sports.com/,Not Titanium,Financial & Professional Services
2114,398169029,6597101,Timeout Market,,GP128701,https://www.timeoutmarket.com/,Not Titanium,Industrial & Logistics
2115,,,Daily Thread,,,https://shopdailythread.com/,Not Titanium,Retail & Multi-Site
2116,354053908,5294980,"Community Psychiatry Management, LLC",,GP106001,,Not Titanium,Healthcare
2117,357856102,5266884,Databricks,,GP127786,http://databricks.com/,Not Titanium,Tech/Media/Telecom
2118,566144134,6855512,Universal engineering sciences,,,https://teamues.com/,Not Titanium,Financial & Professional Services
2119,358455087,5239531,"Forefront Dermatology, S.C",,,http://www.forefrontdermatology.com/,Not Titanium,Healthcare
2120,347523953,4438915,World Insurance Associates LLC,,,https://www.worldinsurance.com/,Not Titanium,Financial & Professional Services
2121,113231105,9954872,Omni Logistics,,GP116796,https://omnilogistics.com/,Not Titanium,Industrial & Logistics
2122,56674605,4050225,Hub International Limited,,GP104601,http://www.hubinternational.com/,Not Titanium,Financial & Professional Services
2123,29920401,4241013,Parsons Corporation,NYSE:PSN,GP100820,http://www.parsons.com/,Not Titanium,Industrial & Logistics
2124,559825139,101226209,Sierra Space,,GP132584,http://sierraspace.com/,Not Titanium,Financial & Professional Services
2125,13091056,7298486,Environmental Defense Fund,,,https://www.edf.org/,Not Titanium,Financial & Professional Services
2126,8324171,4211235,The Cadmus Group,,GP111713,http://www.cadmusgroup.com/,Not Titanium,Financial & Professional Services
2127,372057130,4619073,EQT Partners,OM:EQT,GP127294,http://www.eqtgroup.com/,Not Titanium,Financial & Professional Services
2128,464632718,15907646,AdaptHealth,NASDAQCM:AHCO,GP100487,http://adapthealth.com/,Not Titanium,Tech/Media/Telecom
2129,343798991,7197274,Brook + Whittle,,GP122313,http://www.brookandwhittle.com/,Not Titanium,Financial & Professional Services
2130,41123861,4930133,Vitamin Shoppe Industries,,GP104630,http://www.vitaminshoppe.com/,Not Titanium,Retail & Multi-Site
2131,,,"Alpine Physician Partners, LLC",,,https://www.alpine-physicians.com/,Not Titanium,Healthcare
2132,19514279,12968441,Farrow & Ball,,GP149490,http://www.farrow-ball.com/,Not Titanium,Industrial & Logistics
2133,15630407,4094069,Gartner Group,NYSE:IT,GP100200,https://www.gartner.com/en,Not Titanium,Tech/Media/Telecom
2134,,4325084,Alion Science and Technology,,GP105345,,Not Titanium,Industrial & Logistics
2135,481445112,5986202,Option Care Health,NASDAQGS:OPCH,GP111448,https://optioncarehealth.com/,Not Titanium,Healthcare
2136,565805876,4766281,Sealed Air International LLC,NYSE:SEE,GP100942,https://www.sealedair.com/,Not Titanium,Industrial & Logistics
2137,560127240,18782250,Re-Match A/S,CPSE:RMATCH,,https://re-match.com/,Not Titanium,Financial & Professional Services
2138,346730768,5816903,Artemis Capital Partners,,GP136342,https://www.artemislp.com/,Not Titanium,Financial & Professional Services
2139,353736975,,MW Industries,,GP108548,https://www.mwindustries.com/,Not Titanium,Industrial & Logistics
2140,75679388,4062222,Peco Energy Company,,GP100374,http://www.peco.com/,Not Titanium,EOG & Utilities
2141,6082835,4004387,American Water,NYSE:AWK,GP104553,http://www.amwater.com/,Not Titanium,Industrial & Logistics
2142,96125621,4910572,RH (Restoration Hardware),NYSE:RH,GP102470,http://rh.com/,Not Titanium,Retail & Multi-Site
2143,23683103,109453,Robert W. Baird & Co,,GP105731,http://www.rwbaird.com/,Not Titanium,Financial & Professional Services
2144,4015244,6618743,Barry-Wehmiller Companies Inc.,,,http://www.barrywehmiller.com/,Not Titanium,Industrial & Logistics
2145,107528301,5041569,T&T Supermarket ,,,https://www.tntsupermarket.com/eng/,Not Titanium,Retail & Multi-Site
2146,369405483,9832639,PT Solutions ,,GP154336,https://ptsolutions.com/,Not Titanium,Retail & Multi-Site
2147,371777292,7260214,Tuft & Needle ,,GP100947,http://www.tuftandneedle.com/,Not Titanium,Retail & Multi-Site
2148,353834524,,POP Mart ,,,https://www.popmart.com/us,Not Titanium,Retail & Multi-Site
2149,371547354,5089220,Lidl Stiftung & Co KG,,GP143123,https://www.lidl.com/,Not Titanium,Retail & Multi-Site
2150,54362921,4173170,Primark ,,GP102073,https://www.primark.com/en-us,Not Titanium,Retail & Multi-Site
2151,355362333,6884753,Fit Body Bootcamp ,,,https://fitbodybootcamp.com/,Not Titanium,Retail & Multi-Site
2152,30147212,4316012,Kaiser Permanente,,GP100583,https://healthy.kaiserpermanente.org/,Not Titanium,Healthcare
2153,2263464,4230836,Alberta Health Services,,,https://www.albertahealthservices.ca/,Not Titanium,Healthcare
2154,480497928,,401 Richmond,,,https://401richmond.com/,Not Titanium,Financial & Professional Services
2155,5459290,4325595,Altus Group Limited,TSX:AIF,GP101265,http://www.altusgroup.com/,Not Titanium,Tech/Media/Telecom
2156,3883464,4218548,Bank of Canada,,GP101564,https://www.bankofcanada.ca/,Not Titanium,Financial & Professional Services
2157,6439272,4340073,Canada Life Assurance Company,,GP104426,http://www.canadalife.com/,Not Titanium,Financial & Professional Services
2158,13320513,5033003,Environmental Systems Research Institute Inc (ESRI),,GP111264,https://www.esri.com/,Not Titanium,Tech/Media/Telecom
2159,347177423,6857145,HH Angus,,,https://hhangus.com/,Not Titanium,Industrial & Logistics
2160,41503162,4047293,IGM Financial Inc.,TSX:IGM,GP104426,https://www.igmfinancial.com/en,Not Titanium,Financial & Professional Services
2161,125567942,,Hendrix Genetics Limited,,,https://www.hendrix-genetics.com/,Not Titanium,Life Sciences
2162,66553372,4151587,Matthews International Corporation,NASDAQGS:MATW,GP113443,http://www.matw.com/,Not Titanium,Industrial & Logistics
2163,2245048,6932293,"Harbisonwalker International, Inc.",,GP149256,https://thinkhwi.com/,Not Titanium,Industrial & Logistics
2164,32735941,4008274,"Revlon, Inc.",OTCPK:REVR.Q,GP106940,http://www.revlon.com/,Not Titanium,Retail & Multi-Site
2165,96077873,5015308,GlobalLogic Inc,,GP107949,http://www.globallogic.com/,Not Titanium,Tech/Media/Telecom
2166,32408079,4103838,"Red Hat, Inc",,GP100882,http://www.redhat.com/en,Not Titanium,Tech/Media/Telecom
2167,547563247,29724772,"Kyndryl Holdings, Inc.",NYSE:KD,GP136228,https://www.kyndryl.com/,Not Titanium,Tech/Media/Telecom
2168,13621218,4549496,CVC Capital Partners US,,GP104057,http://www.cvc.com/,Not Titanium,Financial & Professional Services
2169,65471888,4121723,Novelis Inc,,GP101417,http://www.novelis.com/,Not Titanium,Industrial & Logistics
2170,1142853229,8396766,"Edible Brands, Inc",,,https://ediblebrands.com/,Not Titanium,Industrial & Logistics
2171,41355281,4571535,MAHLE GmbH,,GP127681,http://www.mahle.com/,Not Titanium,Industrial & Logistics
2172,5735011,4558091,Brunswick Corporation,NYSE:BC,GP100156,http://www.brunswick.com/,Not Titanium,Industrial & Logistics
2173,7291651,4067529,Central Garden & Pet Company,NASDAQGS:CENT ,GP100211,http://www.central.com/,Not Titanium,Retail & Multi-Site
2174,457975316,,M@C Discount,,,https://www.mac.bid/,Not Titanium,Retail & Multi-Site
2175,348780702,26365238,"Paris Baguette America, Inc",,GP113531,https://www.parisbaguette.com/,Not Titanium,Retail & Multi-Site
2176,,6338786,"Hugo Boss USA, Inc.",,GP101808,https://www.hugoboss.com/,Not Titanium,Industrial & Logistics
2177,56251386,4912163,Hugo Boss,XTRA:BOSS,GP101808,https://www.hugoboss.com/,Not Titanium,Industrial & Logistics
2178,95913167,4096860,Republic National Distributing Company,,GP136735,https://www.rndc-usa.com/,Not Titanium,Industrial & Logistics
2179,483591962,25679765,Alimentiv,,,https://alimentiv.com/,Not Titanium,Life Sciences
2180,20221448,4064950,Canadian Tire,TSX:CTC.A ,GP112697,https://www.canadiantire.ca/en.html,Not Titanium,Industrial & Logistics
2181,359070814,5851970,Graywood Developments,,,https://graywoodgroup.com/,Not Titanium,Financial & Professional Services
2182,103171566,4220593,Infrastructure Ontario (IO),,GP100555,https://www.infrastructureontario.ca/en/,Not Titanium,Infrastructure & Public Enterprise
2183,46154933,4221933,Lavery LLP,,,https://www.lavery.ca/,Not Titanium,Financial & Professional Services
2184,22266921,4111733,Liquor Control Board of Ontario (LCBO),,GP124786,https://www.lcbo.com/en/,Not Titanium,Retail & Multi-Site
2185,343390680,6662944,Metrolinx,,,https://www.metrolinx.com/en,Not Titanium,Infrastructure & Public Enterprise
2186,412651304,4307725,Maple Leaf Sports & Entertainment (MLSE),,GP113674,https://www.mlse.com/,Not Titanium,Financial & Professional Services
2187,185385661,6169935,Mohawk College,,,https://www.mohawkcollege.ca/,Not Titanium,Financial & Professional Services
2188,353783275,4257825,Northleaf Capital,,,https://www.northleafcapital.com/,Not Titanium,Financial & Professional Services
2189,835695,4113338,Province of British Columbia (PoBC),,GP100654,https://www2.gov.bc.ca/gov/content/home,Not Titanium,Infrastructure & Public Enterprise
2190,43794603,4160996,Rogers,TSX:RCI.B,GP144682,https://rogers.com,Not Titanium,Tech/Media/Telecom
2191,34177347,4020905,SCOR,ENXTPA:SCR,GP105112,https://www.scor.com/en,Not Titanium,Financial & Professional Services
2192,566127407,4111525,Sobeys,,GP126164,https://www.sobeys.com/en/,Not Titanium,Retail & Multi-Site
2193,36635338,4396288,Stelco,TSX:STLC,,https://www.stelco.com/,Not Titanium,Industrial & Logistics
2194,447730853,4163613,Yardi Systems Inc,,GP102240,https://www.yardi.com/,Not Titanium,Tech/Media/Telecom
2195,4211278,4231049,Business Development Bank of Canada (BDC),,GP101564,https://www.bdc.ca/en,Not Titanium,Financial & Professional Services
2196,15125590,,Bell Canada,,GP117541,https://www.bell.ca/,Not Titanium,Tech/Media/Telecom
2197,1243934227,10371995,Canadian Infrastructure Bank ,,,https://cib-bic.ca/en/,Not Titanium,Infrastructure & Public Enterprise
2198,28283071,4142246,City of Calgary,,GP125627,https://www.calgary.ca/,Not Titanium,Infrastructure & Public Enterprise
2199,20054213,103661,Invesco,NYSE:IVZ,GP101199,https://www.invesco.com/,Not Titanium,Financial & Professional Services
2200,99877578,4061259,Manitoba Hydro,,,https://www.hydro.mb.ca/,Not Titanium,Industrial & Logistics
2201,56315672,4216824,Moneris,,,https://www.moneris.com/,Not Titanium,Financial & Professional Services
2202,344666976,,Province of Alberta,,,https://www.alberta.ca/,Not Titanium,Infrastructure & Public Enterprise
2203,39633165,8245264,University of Alberta,,,https://www.ualberta.ca/,Not Titanium,Financial & Professional Services
2204,48549691,4328619,Cineplex,TSX:CGX ,,https://www.cineplex.com/,Not Titanium,Tech/Media/Telecom
2205,565806488,4979412,Crescent Point Energy,TSX:CPG,,https://www.crescentpointenergy.com/,Not Titanium,Industrial & Logistics
2206,11108750,4092790,Desjardins,,GP107802,https://www.desjardins.com/,Not Titanium,Financial & Professional Services
2207,374895329,4092258,Laurentian Bank ,TSX:LB,,https://www.laurentianbank.ca/en,Not Titanium,Financial & Professional Services
2208,1139952873,4403847,Marsh Mercer,,GP100650,https://www.mercer.ca/,Not Titanium,Financial & Professional Services
2209,183354008,4062060,Ontario Power Generation,,,https://www.opg.com/,Not Titanium,
2210,129991418,4047462,Power Corporation of Canada,TSX:POW,GP104426,https://www.powercorporation.com/en/,Not Titanium,Financial & Professional Services
2211,14254249,6509101,Fido Solutions,,,https://www.fido.ca/,Not Titanium,Tech/Media/Telecom
2212,106332370,5006765,Shoppers Drug Mart,,GP104263,https://www.shoppersdrugmart.ca/,Not Titanium,Retail & Multi-Site
2213,29558196,4194014,SNC Lavalin,TSX:SNC,GP100091,https://www.snclavalin.com/en,Not Titanium,Industrial & Logistics
2214,89522493,4102830,Toronto Hydro,,,https://www.torontohydro.com/,Not Titanium,Industrial & Logistics
2215,1128965502,100523,Banque Nationale du Canada (National Bank of Canada),TSX:NA,GP103808,https://www.bnc.ca/,Not Titanium,Financial & Professional Services
2216,16338113,4040457,Bombardier,TSX:BBD.B,GP106369,https://bombardier.com/en,Not Titanium,Industrial & Logistics
2217,7094276,4188005,CBC (Canadian Broadcasting Corporation),,GP111457,https://www.cbc.ca/,Not Titanium,Tech/Media/Telecom
2218,41128315,4111704,Government of Canada,,GP103714,https://www.canada.ca/,Not Titanium,Infrastructure & Public Enterprise
2219,19562836,,Interac,,,https://www.interac.ca/,Not Titanium,Financial & Professional Services
2220,112214884,4273213,Pembina,TSX:PPL,,https://www.pembina.com/,Not Titanium,Industrial & Logistics
2221,70009379,4113328,Quebecor,TSX:QBR.A,,https://www.quebecor.com/,Not Titanium,Tech/Media/Telecom
2222,4903676,,WCB (Workers Compensation Board of Alberta),,,https://www.wcb.ab.ca/,Not Titanium,Financial & Professional Services
2223,30213486,8341467,Petro Canada,,GP101008,https://www.petro-canada.ca/,Not Titanium,Industrial & Logistics
2224,460799103,4930683,KPMG,,GP100595,https://kpmg.com/ca/en/home.html,Not Titanium,Financial & Professional Services
2225,1107025145,4197800,Michelin,ENXTPA:ML,GP100663,https://www.michelinman.com/,Not Titanium,Retail & Multi-Site
2226,,4253338,EY Canada,,GP100380,https://www.ey.com/en_ca,Not Titanium,Financial & Professional Services
2227,,4011054,Shell Canada,,GP100951,https://www.shell.ca/,Not Titanium,EOG & Utilities
2228,48760746,4133304,Graham Packaging Holdings Company,,GP108238,http://www.grahampackaging.com/,Not Titanium,Industrial & Logistics
2229,,107053916,US Health Partners LLC,,,http://www.ushphealth.com/,Not Titanium,Healthcare
2230,345836387,4381667,SkyZone,,GP100963,http://www.skyzone.com/,Not Titanium,Retail & Multi-Site
2231,21266781,5263375,"Kehe Distributors Holdings, LLC",,GP135287,https://www.kehe.com/,Not Titanium,Retail & Multi-Site
2232,410762135,13359105,ShipMonk,,GP118490,https://www.shipmonk.com/,Not Titanium,Industrial & Logistics
2233,566136370,109390153,Kenvue Inc,NYSE:KVUE ,,https://www.kenvue.com/,Not Titanium,Retail & Multi-Site
2234,,,Aerocentre,,,https://aerocentreoffices.ca/,Not Titanium,Financial & Professional Services
2235,559690728,4209230,Bell MTS,,GP117541,https://www.bellmts.ca/,Not Titanium,Tech/Media/Telecom
2236,288522377,4226575,TricorBraun,,GP125547,http://www.tricorbraun.com/,Not Titanium,Industrial & Logistics
2237,359396897,108593722,Austin ABA Connect,,,https://www.abaconnect.com/,Not Titanium,Retail & Multi-Site
2238,369101562,13746951,Evo Entertainment Group LLC,,GP137014,https://www.evocinemas.com/,Not Titanium,Tech/Media/Telecom
2239,31064562,4121937,"Pratt Industries, Inc.",,GP115361,https://www.prattindustries.com/,Not Titanium,Industrial & Logistics
2240,15354702,6623026,Chick-fil-A,,GP102326,https://www.chick-fil-a.com/,Not Titanium,Retail & Multi-Site
2241,368131283,,Dentologie,,GP138533,https://dentologie.com/,Not Titanium,Healthcare
2242,356355567,15111248,123Dentist,,,https://www.123dentist.com/,Not Titanium,Healthcare
2243,195428607,4646734,Zara,,GP106478,https://www.zara.com/us/,Not Titanium,Retail & Multi-Site
2244,39783898,4053946,The Boston Consulting Group,,GP100116,https://www.bcg.com/,Not Titanium,Financial & Professional Services
2245,242106544,4993082,Schindler Elevator,,GP105715,https://www.schindler.com/,Not Titanium,Industrial & Logistics
2246,9194135,4057469,Benjamin Moore & Co.,,GP102257,https://www.benjaminmoore.com/,Not Titanium,Industrial & Logistics
2247,351090038,5027439,Kessler Rehabilitation Centers,,,https://www.kesslerrehabilitationcenter.com/,Not Titanium,Healthcare
2248,1479579,4589651,ADT Inc,NYSE:ADT,GP100568,https://www.adt.com/,Not Titanium,Financial & Professional Services
2249,31802268,11258351,Qualtrics Inc,NASDAQGS:XM,GP101381,https://www.qualtrics.com/,Not Titanium,Tech/Media/Telecom
2250,565806265,4996275,ALS Ltd,ASX:ALQ,GP134459,https://www.alsglobal.com/,Not Titanium,Industrial & Logistics
2251,114475590,102777,Stifel Financial Corporation,NYSE:SF,GP103799,http://www.stifel.com/,Not Titanium,Financial & Professional Services
2252,368566575,4146580,"Sovos Compliance, LLC",,GP122568,https://sovos.com/,Not Titanium,Financial & Professional Services
2253,100450588,5043557,R J Schinner Co Inc,,GP108701,https://www.rjschinner.com/,Not Titanium,Retail & Multi-Site
2254,1263925206,4611205,Red Wing Shoe Company LLC,,GP122800,https://www.redwingshoeco.com/,Not Titanium,Retail & Multi-Site
2255,37601564,5012026,TBC Corporation,,GP101713,https://www.tbccorp.com/,Not Titanium,Industrial & Logistics
2256,558279682,6499341,Chargemaster Limited (BP Pulse),,GP100151,http://www.bppulse.co.uk/,Not Titanium,Industrial & Logistics
2257,6784326,7390879,Fragomen,,GP105760,https://www.fragomen.com/,Not Titanium,Financial & Professional Services
2258,75056016,4053302,Reed Smith LLP,,GP107703,https://www.reedsmith.com/en/,Not Titanium,Financial & Professional Services
2259,88360383,4086614,Rasa Floors,,GP153193,https://www.rasafloors.com/,Not Titanium,Financial & Professional Services
2260,2901487,4203992,Air Liquide,ENXTPA:AI,GP100081,http://www.airliquide.com/,Not Titanium,Industrial & Logistics
2261,343678797,12103741,Mile Hi Foods Co,,GP126739,https://milehicompanies.com/,Not Titanium,Industrial & Logistics
2262,69616489,7043881,Mission Foods Corporation,,,https://www.missionfoods.com/,Not Titanium,Industrial & Logistics
2263,521416751,4147293,Menasha Corporation,,GP114760,https://www.menasha.com/,Not Titanium,Industrial & Logistics
2264,3506262,4158618,Carrier Global Corporation,NYSE:CARR,GP129930,https://www.carrier.com/carrier/en/worldwide/,Not Titanium,Tech/Media/Telecom
2265,124813599,4009083,Southern California Edison Company,,GP100932,http://www.sce.com/,Not Titanium,Industrial & Logistics
2266,566147871,111404445,Gage Zero,,,https://gagezero.com/,Not Titanium,Industrial & Logistics
2267,,8281892,City of Largo,,,https://www.largo.com/,Not Titanium,Infrastructure & Public Enterprise
2268,25087351,4046290,"Choice Hotels International, Inc.",NYSE:CHH,GP105183,http://www.choicehotels.com/,Not Titanium,Travel & Hospitality
2269,,,Axis IOS,,,https://www.axis-ios.com/,Not Titanium,Financial & Professional Services
2270,105924417,11002860,Fisker Inc,NYSE:FSR,GP155180,http://www.fiskerinc.com/,Not Titanium,Industrial & Logistics
2271,459152551,29387543,Electrada,,,https://www.electrada.com/,Not Titanium,Industrial & Logistics
2272,462850261,19921562,InCharge Energy,,,https://www.inchargeus.com/,Not Titanium,Industrial & Logistics
2273,108380975,5040586,"Motorworld Automotive Group, Inc.",,,http://www.motorworldgroup.com/,Not Titanium,Industrial & Logistics
2274,75760627,4063363,Tennessee Valley Authority,,GP101529,https://www.tva.com/,Not Titanium,Infrastructure & Public Enterprise
2275,407106939,7041663,Gridserve,,GP139761,http://www.gridserve.com/,Not Titanium,EOG & Utilities
2276,558873413,,GoBolt,,,https://www.gobolt.com/,Not Titanium,Industrial & Logistics
2277,35049120,4122949,Cemex Usa Inc,,GP104384,http://www.cemexusa.com/,Not Titanium,Industrial & Logistics
2278,8752529,6331920,APL LOGISTICS LTD,,GP104551,http://www.apl.com/,Not Titanium,Industrial & Logistics
2279,87426447,87426447,Parts Authority Inc,,GP130061,https://partsauthority.com/,Not Titanium,Industrial & Logistics
2280,409188898,203653720,Paladin Technologies Inc.,,,https://paladintechnologies.com/,Not Titanium,Tech/Media/Telecom
2281,346056906,7561904,AeroFarms LLC,,,http://aerofarms.com/,Not Titanium,Industrial & Logistics
2282,560034297,101316817,Forum Mobility ,,,https://forummobility.com/,Not Titanium,Industrial & Logistics
2283,575239,4115078,Acosta,,GP101787,https://www.acosta.com/,Not Titanium,Financial & Professional Services
2284,401743701,4073466,Citi Trends Inc,NASDAQGS:CTRN,GP157576,http://cititrends.com/,Not Titanium,Retail & Multi-Site
2285,405071828,7304964,Cogency Global,,GP126913,https://www.cogencyglobal.com/,Not Titanium,Financial & Professional Services
2286,12567254,4642898,Eileen Fisher,,,https://www.eileenfisher.com/,Not Titanium,Retail & Multi-Site
2287,566153103,12622605,Hart House,,,https://www.myharthouse.com/,Not Titanium,Retail & Multi-Site
2288,63359893,4291043,Mitel Networks Corp,,GP105889,https://www.mitel.com/,Not Titanium,Tech/Media/Telecom
2289,352834331,4246742,Primoris Services Corporation,NYSE:PRIM,GP138102,https://www.prim.com/,Not Titanium,Industrial & Logistics
2290,397652118,28935168,Resource Innovations,,,https://www.resource-innovations.com/,Not Titanium,Financial & Professional Services
2291,66569109,4402685,Securitas AB,OM:SECU B,GP103012,https://www.securitas.com/en/,Not Titanium,Retail & Multi-Site
2292,346801205,4994157,Sixt Rental Cars,XTRA:SIX2,,https://www.sixt.com/,Not Titanium,Retail & Multi-Site
2293,118685871,5135802,US Renal Care,,GP106988,https://www.usrenalcare.com/,Not Titanium,Healthcare
2294,4230163,105797,Alston & Bird LLP,,GP101460,https://www.alston.com/en/,Not Titanium,Financial & Professional Services
2295,39864811,4295769,EnerSys,NYSE:ENS,GP133481,https://www.enersys.com/en/,Not Titanium,Industrial & Logistics
2296,111346251,6952670,Woodgrain Millwork Inc,,,https://www.woodgrain.com/,Not Titanium,Industrial & Logistics
2297,564963398,4020424,Willscot Mobile Mini Holdings Corp,NASDAQCM:WSC,GP157665,http://www.willscotmobilemini.com/,Not Titanium,Financial & Professional Services
2298,167419,26521375,Aarons Inc,NYSE:AAN,GP102235,http://www.aarons.com/,Not Titanium,Retail & Multi-Site
2299,6933039,4250861,NV Bekaert SA,ENXTBR:BEKB,GP125800,https://www.bekaert.com/en/,Not Titanium,Industrial & Logistics
2300,80380280,4042318,Shamrock Foods Company,,GP107042,https://www.shamrockfoods.com/,Not Titanium,Retail & Multi-Site
2301,513955309,4199608,Sally Beauty Holdings Inc,NYSE:SBH,GP105610,https://www.sallybeautyholdings.com/,Not Titanium,Retail & Multi-Site
2302,509100299,6629942,Pactiv Evergreen Inc.,NASDAQGS:PTVE,GP147443,https://pactivevergreen.com/,Not Titanium,Industrial & Logistics
2303,33702362,4911164,Samsonite International S.A.,SEHK:1910,GP106263,https://corporate.samsonite.com/,Not Titanium,Retail & Multi-Site
2304,435667595,100453441,777 Partners LLC,,GP124237,http://777part.com/,Not Titanium,Financial & Professional Services
2305,8258274,4157226,Broadridge Financial Solutions,NYSE:BR,GP102001,http://www.broadridge.com/,Not Titanium,Financial & Professional Services
2306,63227458,11060763,"Resideo Technologies, Inc.",NYSE:REZI,GP122122,http://www.resideo.com/,Not Titanium,Financial & Professional Services
2307,565482622,7451332,County of Los Angeles,,GP103361,https://lacounty.gov/,Not Titanium,Infrastructure & Public Enterprise
